issue_id,when,action,what,user,milestone,assignee,comments,issuecreated_at,issueclosed_at,duration
27,2017-02-16T15:57:31Z,labeled,urgent,user2,Magic link setup complete,user1,8,1487260570,1487612388,4.071967593
27,2017-02-16T15:57:31Z,labeled,question,user2,Magic link setup complete,user1,8,1487260570,1487612388,4.071967593
26,2017-02-14T21:50:55Z,labeled,bug,user2,Testing and debugging,user1,5,1487109055,1487146733,0.436087963
23,2017-02-09T21:04:42Z,labeled,VoiceDNA,user3,Voice recognition setup complete,user2,5,1486674282,1487610777,10.8390625
24,2017-02-14T14:11:46Z,labeled,question,user1,Testing and debugging,user1,15,1487081493,1488998604,22.18878472
21,2017-02-09T18:29:53Z,labeled,urgent,user3,,,7,1486664993,1486672829,0.090694444
17,2017-02-09T02:40:57Z,labeled,Fingerprint,user1,Fingerprint authentication complete,user1,3,1486608057,1487612876,11.62984954
18,2017-02-09T03:19:50Z,labeled,VoiceDNA,user1,Fingerprint authentication complete,user1,6,1486610360,1487146880,6.209722222
18,2017-02-09T03:19:50Z,labeled,MagicLink,user1,Fingerprint authentication complete,user1,6,1486610360,1487146880,6.209722222
18,2017-02-09T03:19:50Z,labeled,urgent,user1,Fingerprint authentication complete,user1,6,1486610360,1487146880,6.209722222
18,2017-02-09T03:19:50Z,labeled,Fingerprint,user1,Fingerprint authentication complete,user1,6,1486610360,1487146880,6.209722222
15,2017-02-09T02:38:13Z,labeled,enhancement,user3,Setup UI for the app,user2,1,1486607876,1486656905,0.567465278
15,2017-02-09T02:38:42Z,labeled,UI,user1,Setup UI for the app,user2,1,1486607876,1486656905,0.567465278
12,2017-02-09T03:22:02Z,labeled,enhancement,user1,Code base setup,user1,1,1486587215,1486674400,1.009085648
14,2017-02-09T01:44:35Z,labeled,UI,user1,Code base setup,user1,4,1486604675,1486665796,0.707418981
14,2017-02-09T01:51:14Z,labeled,urgent,user1,Code base setup,user1,4,1486604675,1486665796,0.707418981
16,2017-02-09T02:38:07Z,labeled,UI,user1,Setup UI for the app,user2,15,1486607887,1486665778,0.670034722
7,2017-02-08T16:40:26Z,labeled,UI,user1,Setup UI for the app,user2,1,1486571863,1486656922,0.984479167
8,2017-02-08T16:46:45Z,labeled,MagicLink,user1,Magic link setup complete,user3,1,1486572405,1487284944,8.246979167
1,2017-02-08T16:38:07Z,labeled,help wanted,user1,Code base setup,user1,3,1486571131,1486586053,0.172708333
1,2017-02-08T16:40:18Z,labeled,UI,user1,Code base setup,user1,3,1486571131,1486586053,0.172708333
6,2017-02-08T16:39:32Z,labeled,VoiceDNA,user1,Testing and debugging,user1,11,1486571856,1487690434,12.94650463
2,2017-02-08T16:38:28Z,labeled,MagicLink,user1,Magic link setup complete,user1,2,1486571688,1487299053,8.418576389
3,2017-02-08T16:38:46Z,labeled,Fingerprint,user1,Fingerprint authentication complete,user1,1,1486571712,1487306515,8.504664352
5,2017-02-08T16:39:11Z,labeled,MagicLink,user1,Testing and debugging,user1,6,1486571839,1487882786,15.17299769
4,2017-02-08T16:39:00Z,labeled,Fingerprint,user1,Testing and debugging,user1,1,1486571741,1487685341,12.88888889
